 -9.29,-2.98,1.68,2.73,21.91,-3.43,-0.39,0.68,0.05
 -9.60,-2.86,1.66,-5.53,16.94,-2.24,-0.39,0.68,0.06
 -9.46,-2.97,1.55,-5.53,16.59,-2.45,-0.39,0.69,0.06
 -9.35,-2.89,1.60,-5.46,16.52,-2.24,-0.39,0.68,0.06
 -9.18,-2.94,1.64,-5.32,16.52,-2.38,-0.39,0.68,0.05
 -9.43,-2.86,1.51,-5.32,16.45,-2.24,-0.39,0.68,0.05
 -9.44,-2.86,1.56,-5.46,16.45,-2.45,-0.39,0.68,0.05
 -9.32,-2.92,1.54,-5.74,16.52,-2.38,-0.40,0.68,0.07
 -9.38,-2.94,1.56,-5.81,16.80,-2.38,-0.39,0.68,0.06
 -9.35,-2.99,1.53,-5.46,16.52,-2.45,-0.40,0.68,0.05
 -9.40,-2.90,1.44,-5.60,16.73,-2.24,-0.39,0.67,0.05
 -9.28,-2.93,1.39,-5.81,16.66,-2.59,-0.39,0.67,0.06
 -9.25,-2.84,1.40,-5.53,16.73,-2.45,-0.39,0.68,0.05
 -9.09,-2.71,1.41,-5.46,16.45,-2.45,-0.39,0.68,0.06
 -10.90,-2.68,1.22,-5.53,16.80,-2.17,-0.40,0.68,0.05
 -9.35,-2.84,1.13,-5.74,16.73,-2.24,-0.39,0.67,0.06
 -8.94,-2.95,1.04,-5.81,16.38,-2.10,-0.40,0.68,0.06
 -9.11,-2.83,1.04,-5.39,16.59,-2.24,-0.39,0.68,0.08
 -9.43,-2.65,0.96,-5.32,16.38,-2.31,-0.41,0.68,0.07
 -9.25,-2.56,0.95,-5.74,16.17,-2.24,-0.39,0.68,0.08
 -8.92,-2.86,0.72,-5.60,16.38,-2.45,-0.39,0.67,0.10
 -9.02,-2.51,0.47,-5.32,16.80,-2.10,-0.40,0.67,0.10
 -8.87,-2.40,0.18,-5.60,16.73,-2.10,-0.40,0.67,0.09
 -8.76,-2.76,0.19,-5.88,16.38,-2.31,-0.40,0.65,0.11
 -8.77,-2.00,-0.01,-5.32,16.59,-2.38,-0.42,0.64,0.11
 -8.05,-2.02,-0.36,-5.39,16.59,-2.45,-0.42,0.63,0.10
 -8.25,-0.90,-0.63,-5.39,16.80,-2.45,-0.43,0.61,0.12
 -8.13,-0.48,-0.41,-5.60,16.10,-2.03,-0.45,0.58,0.14
 -8.54,0.41,-0.37,-5.25,16.73,-2.45,-0.46,0.56,0.14
 -9.72,2.00,-0.96,-5.32,16.52,-2.31,-0.47,0.54,0.12
 -11.82,2.20,0.09,-5.53,16.73,-2.38,-0.48,0.53,0.12
 -12.66,1.41,0.22,-5.39,16.45,-2.38,-0.49,0.49,0.11
 -12.09,1.92,0.11,-5.39,16.87,-2.31,-0.49,0.48,0.11
 -11.92,2.12,0.50,-5.60,16.73,-2.17,-0.49,0.46,0.12
 -10.26,2.90,0.49,-5.04,16.87,-2.38,-0.50,0.43,0.12
 -8.87,2.46,0.34,-5.46,16.66,-2.38,-0.51,0.40,0.13
 -9.43,4.26,-1.66,-5.81,16.87,-2.38,-0.49,0.37,0.14
 -8.20,5.09,-0.29,-5.74,16.38,-2.38,-0.49,0.32,0.14
 -6.52,6.96,-0.52,-5.60,16.45,-2.66,-0.48,0.29,0.16
 -6.70,7.29,0.09,-5.67,16.73,-2.45,-0.48,0.25,0.16
 -5.86,6.76,-0.39,-5.81,16.17,-1.89,-0.46,0.22,0.17
 -5.26,7.90,-0.97,-5.53,16.31,-2.24,-0.44,0.18,0.18
 -3.46,8.81,-0.54,-5.81,16.38,-2.24,-0.44,0.15,0.18
 -4.16,7.77,-0.19,-5.74,16.66,-2.31,-0.41,0.12,0.18
 -4.67,8.84,-0.56,-5.39,16.52,-2.38,-0.40,0.11,0.18
 -4.14,8.89,-0.77,-5.53,16.38,-2.17,-0.39,0.08,0.17
 -3.39,9.24,-0.17,-5.39,16.59,-2.10,-0.37,0.07,0.17
 -2.30,8.31,-0.18,-5.39,16.66,-2.38,-0.36,0.06,0.18
 -3.19,10.09,-0.56,-5.46,16.31,-2.52,-0.34,0.05,0.17
 -2.58,8.92,-0.72,-5.74,16.31,-2.10,-0.33,0.02,0.17
 -2.86,8.33,-0.65,-5.46,16.59,-2.52,-0.32,0.01,0.15
 -1.64,9.11,-0.37,-5.46,16.45,-2.31,-0.32,0.01,0.16
 -2.12,9.12,-0.42,-5.53,16.80,-2.17,-0.31,0.01,0.15
 -2.62,9.10,-0.75,-5.67,16.45,-2.52,-0.31,0.00,0.16
 -2.02,8.61,-0.50,-5.81,16.45,-2.17,-0.31,0.01,0.15
 -3.20,9.91,-0.35,-5.74,16.38,-2.31,-0.30,0.00,0.15
 -3.31,9.82,-0.41,-5.67,16.52,-2.45,-0.31,0.00,0.15
 -2.53,9.51,-0.74,-5.46,16.31,-2.17,-0.31,0.00,0.15
 -2.91,9.26,-0.38,-5.67,16.59,-2.52,-0.31,-0.01,0.15
 -2.37,9.16,-0.23,-5.39,16.87,-2.24,-0.30,-0.00,0.14
