 1.81,9.23,0.47,0.02,-0.02,0.01,35.80,42.10,65.20
 1.77,9.06,0.44,0.01,-0.00,0.01,35.80,41.30,65.60
 1.80,8.96,0.52,-0.01,-0.00,0.03,35.40,41.80,64.80
 1.79,9.00,0.49,-0.03,0.00,0.08,36.00,41.20,65.50
 1.83,9.11,0.48,-0.05,0.01,0.09,35.30,41.50,66.00
 2.04,9.21,0.63,-0.04,0.01,0.08,34.80,41.30,63.80
 1.85,9.02,0.62,0.02,0.00,-0.02,35.20,41.10,64.70
 1.69,8.80,0.58,-0.03,0.02,0.06,35.30,41.60,64.80
 1.84,8.85,0.62,-0.02,0.03,0.11,35.60,41.90,64.80
 1.94,9.03,0.55,-0.01,0.01,0.11,35.00,41.90,63.90
 1.91,9.35,0.49,0.02,0.01,0.08,34.80,42.20,64.90
 1.90,9.07,0.54,0.02,0.02,0.07,34.60,41.90,65.70
 2.16,9.20,0.58,0.00,0.05,0.07,35.00,41.40,65.10
 2.12,9.28,0.60,0.03,0.03,-0.05,35.00,41.90,64.90
 1.88,9.01,0.53,0.05,0.02,-0.07,35.20,41.70,64.50
 1.99,9.00,0.55,0.01,0.06,-0.03,34.50,43.10,65.60
 1.94,8.90,0.56,0.01,0.04,-0.01,35.20,41.40,65.10
 1.92,8.97,0.52,0.00,0.05,0.02,35.90,42.30,64.10
 1.78,8.98,0.48,0.02,0.04,0.02,35.70,41.60,65.50
 1.89,8.96,0.57,0.04,0.04,0.04,34.00,41.80,64.40
 2.07,9.09,0.53,0.06,0.03,0.05,35.70,43.50,65.20
 1.99,8.94,0.63,0.07,0.01,0.01,35.30,42.00,64.90
 1.92,8.93,0.61,0.03,0.01,0.07,34.60,42.80,64.70
 1.99,8.78,0.58,-0.01,0.03,0.09,35.10,41.90,64.50
 2.22,9.24,0.56,-0.03,0.06,0.11,34.40,42.90,65.30
 2.19,9.26,0.62,-0.01,0.06,0.06,33.90,42.30,63.00
 2.15,9.18,0.71,0.01,0.06,0.00,34.70,42.70,63.60
 2.00,8.91,0.73,0.07,0.05,-0.04,35.80,42.60,65.10
 2.11,9.08,0.70,0.10,0.05,-0.04,35.70,42.70,63.50
 2.26,8.92,0.59,0.18,0.02,-0.15,36.00,41.90,65.60
 1.90,8.72,0.54,0.17,0.02,-0.17,35.10,42.40,64.50
 2.00,9.10,0.41,0.03,0.03,0.04,34.80,41.10,63.90
 2.14,9.36,0.47,0.07,0.00,0.01,34.50,42.70,65.10
 1.91,8.99,0.48,0.13,-0.02,-0.09,35.30,41.80,64.30
 1.99,9.06,0.43,0.10,-0.01,-0.07,35.00,41.50,66.20
 1.98,8.99,0.59,0.15,-0.08,-0.07,35.70,41.60,64.70
 1.67,8.66,0.42,0.13,-0.04,-0.03,35.20,41.60,65.10
 1.90,9.38,0.41,0.01,0.00,0.06,35.30,41.20,66.20
 2.06,9.35,0.54,0.08,-0.03,0.00,35.40,41.80,64.50
 1.94,9.01,0.43,0.13,-0.03,-0.10,36.20,41.80,65.80
 1.84,9.12,0.41,0.09,-0.05,-0.07,35.50,41.20,65.50
 1.96,9.06,0.37,0.06,-0.01,-0.06,35.50,42.10,65.20
 1.91,9.21,0.40,0.02,-0.03,-0.01,35.30,41.00,65.50
 1.90,9.07,0.40,0.03,-0.04,-0.01,35.80,41.70,66.50
 1.92,9.04,0.38,0.03,-0.02,0.00,35.50,41.10,65.70
 2.06,9.15,0.40,0.03,-0.03,-0.02,35.70,41.60,65.00
 1.90,9.06,0.38,0.06,-0.06,-0.10,35.80,42.00,65.20
 1.85,8.91,0.33,0.03,-0.04,-0.04,35.70,41.40,66.00
 1.92,8.95,0.33,0.02,-0.04,-0.09,36.40,42.20,66.10
 1.77,8.88,0.34,0.01,-0.06,-0.07,36.20,41.60,66.10
 1.87,9.07,0.35,0.01,-0.07,-0.02,35.80,40.60,65.40
 1.84,9.21,0.31,0.08,-0.08,-0.10,35.60,41.40,65.80
 1.53,8.82,0.23,0.03,-0.04,0.04,35.50,40.70,65.70
 2.02,9.07,0.25,-0.04,-0.01,0.15,36.10,41.80,65.80
 1.91,9.04,0.33,-0.07,-0.05,0.18,35.40,41.70,65.10
 2.20,9.12,0.50,-0.07,-0.02,0.28,34.70,41.80,65.30
 2.44,9.37,0.48,0.02,0.01,0.07,35.40,41.90,66.80
 1.99,8.54,0.40,0.01,0.04,0.12,35.80,41.80,64.00
 1.96,8.24,0.46,-0.13,0.10,0.47,34.40,42.20,66.00
 1.76,7.89,0.52,-0.28,0.16,0.85,34.20,42.70,65.90
 1.52,7.18,0.63,-0.54,0.25,1.77,32.90,43.50,64.30
 1.58,6.36,0.71,-0.83,0.33,2.94,31.30,45.40,63.70
