 30.31,58.71,7.28,-0.01,-0.01,-0.00,
 3.09,11.28,0.26,-0.02,0.14,0.13,
 -0.13,7.44,3.70,0.01,-0.01,-0.05,
 -1.47,8.63,3.38,-0.00,-0.06,-0.04,
 -2.11,9.36,4.20,0.05,-0.06,0.05,
 -1.82,9.44,3.94,0.01,0.02,0.01,
 -1.60,8.31,3.76,-0.01,-0.01,0.01,
 -1.56,8.42,3.72,0.01,-0.01,0.01,
 -1.66,8.75,4.11,0.02,0.02,0.01,
 -1.25,8.91,4.03,0.03,0.03,0.01,
 -0.06,9.24,4.16,0.03,0.02,-0.01,
 -0.68,8.64,3.93,0.04,-0.02,-0.06,
 -2.49,7.93,3.87,0.03,-0.03,-0.11,
 -2.68,8.64,3.83,0.02,-0.01,-0.05,
 -1.77,9.39,3.65,0.02,-0.01,0.00,
 -3.13,9.75,3.93,0.03,-0.01,-0.02,
 -2.70,9.97,3.71,0.06,0.01,0.03,
 -1.11,9.17,3.91,0.09,0.01,0.02,
 -1.96,8.56,3.41,0.09,0.01,0.00,
 -1.43,7.79,2.83,0.08,0.01,0.01,
 -1.67,8.15,2.75,0.04,-0.01,-0.01,
 -1.89,8.11,2.87,0.00,-0.02,-0.01,
 -1.89,8.36,3.03,-0.02,-0.02,-0.01,
 -1.50,8.92,2.98,-0.03,-0.02,-0.01,
 -0.93,9.48,2.36,-0.02,-0.05,-0.01,
 -2.14,9.98,3.38,-0.01,-0.06,-0.02,
 -1.70,8.99,3.33,0.01,-0.05,-0.00,
 -1.55,8.95,3.26,0.01,-0.04,-0.01,
 -2.42,9.43,3.24,0.01,-0.04,-0.02,
 -1.61,8.31,3.25,0.00,-0.03,-0.01,
 -0.20,5.96,3.64,-0.09,-0.04,0.02,
 -1.91,9.72,3.62,-0.12,-0.05,-0.01,
 -1.73,9.61,3.64,-0.07,-0.04,-0.01,
 -2.12,9.85,3.74,-0.04,-0.02,-0.02,
 -2.18,9.50,3.96,-0.02,-0.01,-0.02,
 -1.92,8.95,3.67,0.00,0.00,-0.01,
 -1.69,8.02,3.55,0.01,0.00,-0.01,
 -1.84,8.09,3.61,-0.01,-0.00,-0.01,
 -1.90,8.78,3.65,-0.02,-0.00,-0.00,
 -1.91,8.91,3.75,-0.02,-0.00,-0.01,
 -2.02,9.04,3.86,-0.01,-0.00,-0.01,
 -2.03,8.79,4.00,-0.01,-0.00,-0.01,
 -2.05,8.48,3.97,-0.01,-0.00,-0.02,
 -1.93,8.31,3.94,-0.01,-0.00,-0.02,
 -1.88,8.21,4.02,-0.02,-0.01,-0.02,
 -1.87,8.25,3.99,-0.03,-0.01,-0.02,
 -2.11,8.52,4.13,-0.02,-0.01,-0.01,
 -2.02,8.67,4.13,-0.01,-0.00,-0.01,
 -2.02,8.41,4.06,-0.00,0.00,-0.01,
 -1.99,8.43,4.03,-0.01,-0.00,-0.00,
 -2.08,8.48,4.27,-0.01,0.00,0.00,
 -2.02,8.58,4.01,-0.01,0.00,-0.00,
 -1.93,8.60,3.90,-0.01,0.00,-0.00,
 -1.88,8.62,3.85,-0.01,0.00,-0.01,
 -1.88,8.52,3.93,-0.01,0.00,-0.00,
 -1.86,8.49,3.91,-0.01,-0.00,-0.00,
 -1.99,8.49,4.11,-0.00,0.00,0.00,
 -2.12,8.64,4.17,0.01,0.01,0.00,
 -2.01,8.54,4.01,0.00,0.01,0.00,
 -2.09,8.49,4.13,-0.00,0.01,0.00,
 -2.03,8.06,4.33,-0.01,0.01,0.01,
 -2.09,7.59,4.47,-0.05,-0.00,0.01,
 -2.12,7.78,4.23,-0.09,-0.01,0.00,
 -2.59,8.59,4.09,-0.10,-0.00,-0.00,
 -2.79,9.40,4.00,-0.10,-0.00,-0.05,
 -2.58,8.95,4.80,-0.08,-0.00,-0.10,
 -2.57,8.27,5.15,-0.05,0.02,-0.12,
 -2.60,7.81,4.94,-0.05,0.03,-0.10,
 -2.59,8.12,4.94,-0.05,0.04,-0.09,
 -2.51,7.58,4.73,-0.05,0.04,-0.08,
 -2.48,7.82,4.47,-0.06,0.02,-0.09,
 -2.50,8.12,5.07,-0.05,-0.00,-0.09,
 -3.34,7.93,5.26,-0.04,-0.01,-0.10,
 -3.31,7.59,5.14,-0.03,-0.01,-0.07,
 -3.72,7.52,4.98,-0.02,0.01,-0.04,
 -3.51,7.28,5.13,-0.01,0.01,-0.02,
 -3.15,7.41,5.05,0.03,0.01,0.01,
 -3.19,7.43,4.79,0.02,0.00,0.00,
 -3.14,7.53,4.78,0.00,-0.01,-0.01,
 -3.24,7.23,4.89,-0.01,-0.03,0.00,
 -3.42,7.39,5.14,-0.04,-0.05,-0.01,
 -2.38,8.46,5.05,-0.04,-0.06,-0.06,
 -3.91,7.71,5.10,-0.01,-0.04,-0.11,
 -3.84,7.44,5.18,-0.00,-0.03,-0.08,
 -4.10,6.91,5.26,-0.02,-0.02,-0.04,
 -3.40,7.02,5.14,-0.03,-0.01,-0.01,
 -3.17,7.12,4.99,-0.03,-0.01,-0.00,
 -3.19,7.11,5.26,-0.03,-0.02,-0.01,
 -3.72,7.75,5.46,-0.04,-0.03,-0.01,
 -3.82,7.05,6.16,-0.02,-0.01,0.00,
 -3.68,6.57,6.64,-0.02,0.00,0.00,
